All calculations,Terminal
17.543333,0.99688
17.553333,0.99688
17.563333,0.996879
17.573333,0.996878
17.583333,0.996878
17.593333,0.996877
17.603333,0.996876
17.613333,0.996875
17.623333,0.996875
17.633333,0.996874
17.643333,0.996873
17.653333,0.996872
17.663333,0.996871
17.673333,0.996871
17.683333,0.99687
17.693333,0.996869
17.703333,0.996868
17.713333,0.996867
17.723333,0.996866
17.733333,0.996865
17.743333,0.996864
17.753333,0.996864
17.763333,0.996863
17.773333,0.996862
17.783333,0.996861
17.793333,0.99686
17.803333,0.996859
17.813333,0.996858
17.823333,0.996857
17.833333,0.996856
17.843333,0.996855
17.853333,0.996854
17.863333,0.996852
17.873333,0.996851
17.883333,0.99685
17.893333,0.996849
17.903333,0.996848
17.913333,0.996847
17.923333,0.996846
17.933333,0.996845
17.943333,0.996844
17.953333,0.996842
17.963333,0.996841
17.973333,0.99684
17.983333,0.996839
30,0.996838
